id,x,y
0,1500.0,1500.0
1,2397.014351653524,2417.5651986647954
2,1833.719215205083,2845.5043536094827
3,1736.3090400826554,1333.030952289768
4,150.9863139119132,1055.2591989901623
5,91.23035398807234,1881.8183142519565
6,2685.352740687095,1137.7131105825101
7,473.65584417529647,729.9934966915797
8,1825.1976074302202,1429.7833375624823
9,1853.8219802561625,1052.9647221050616
10,2650.8334458810377,2386.024565920879
11,1542.4301386464479,2495.051904283972
12,2755.0396046666697,1272.8080648291293
13,580.0495246257881,2581.5405503499305
14,2189.5723842172024,669.263231788202
15,104.60515786466618,209.5790628569213
16,333.5969602283282,2785.425691807962
17,1998.8866505969206,1066.4662399509568
18,632.9979686905249,2262.908864374781
19,1345.2368759358997,965.1659865528511
20,2535.764583509436,1754.465729343629
21,2401.945409708243,2798.596112950283
22,978.6924308141934,1411.1540190342341
23,640.6941762206286,2782.9681688173655
24,1974.9554695012102,1822.9644541995046
25,883.7216133093372,1703.5208002523327
26,446.07644258263633,1753.080509229099
27,2795.473082231483,1773.8299645242837
28,1000.5356988718883,169.77301335877692
29,1086.2396612516784,1136.7385560363623
30,128.54767104857444,2744.4904249093593
31,363.7935800596559,2412.471730206318
32,1527.242712571071,1985.3366688293875
33,1582.412928463213,1179.181495415015
34,2106.704594925226,1556.5951759453214
35,593.2667700289994,1271.590991652404
36,2571.8395883777575,629.1755768524326
37,2970.5396133288364,617.1833448295392
38,2269.6395049755197,501.1613434942347
39,2881.4864684492977,2361.957052416614
40,19.84316930553909,2515.220808876803
41,870.7033984101903,939.9845542997306
42,2179.76966001386,173.98987260519272
43,218.07822636729114,2933.415728616921
44,512.543194747494,86.39101879085176
45,1251.010753119615,537.0751300470918
46,180.95993451948578,138.3112306797386
47,1864.9684896007852,355.84544375148965
48,1820.7009346043833,2474.6400730031946
49,2321.9035925921908,854.1873146704697
50,2716.768645060121,2011.4157865692098
51,2188.0292003631744,1894.743960224372
52,387.008900187464,1888.4904610395138
53,1226.0800966522752,1633.4682057113937
54,69.55200664731431,1409.7345090099293
55,45.91194189763137,113.33788286835578
56,2342.481385799718,1215.1486958360085
57,2740.9391318093226,887.641602660952
58,1882.3886144296516,1934.968391804108
59,2570.772397321116,2018.7741147329286
60,2845.8177093803047,512.3884462783061
61,2994.9502483565952,1818.937920657934
62,2304.962111734596,1394.7221570679358
63,2431.055557719184,316.01934421946873
64,2220.7980278046357,382.9942299224584
65,337.0993413606135,2892.9261729026293
66,2108.537454566835,1666.614914551373
67,2524.375299760336,1608.9916502375293
68,1501.6954923793471,872.655953563539
69,1771.9039217237178,1898.7910542425923
70,1831.7175103293948,2601.4318560681595
71,1139.1696166743864,2775.0622432206824
72,2160.169529787252,2364.165952762118
73,1639.4843558417745,2136.95792853649
74,1071.3273710804597,82.89612133284207
75,737.2395649898505,173.61409739523071
76,661.5760181625935,510.3770815833299
77,752.9768594495479,1284.9660448939985
