id,x,y
0,1500.0,1500.0
1,1775.161421640212,786.0224469586979
2,1124.9794820778181,2225.9497331778903
3,2951.720435822637,1568.9478123055183
4,2513.4390345930324,1239.1145590247363
5,2172.7780952691137,1512.0519017705824
6,711.7970366419802,1439.4441258677841
7,1265.436437602935,907.9591689828695
8,2662.946357981519,2257.709072945438
9,1633.4893154337196,1463.289114622105
10,1021.4689217221043,401.84388207855227
11,1133.2504269752217,1879.0393911012425
12,2825.7638535723427,1360.6012276877611
13,1936.2097081131326,935.178352493396
14,2324.9397144973536,549.0065059458568
15,244.61548646327515,28.044926440513372
16,295.7798546472934,1059.5697389793477
17,1963.537888919581,1952.3409204484872
18,922.1494222992944,2393.0518101873995
19,180.76343218188651,586.4291640768862
20,1332.3783125225195,168.88782401263003
21,1125.4308448173363,1683.0729465022998
22,2533.7471927259753,1122.5527674630214
23,1943.0771846091789,1770.345992058325
24,2333.0528237473973,2694.248564776229
25,695.852229977867,1138.8864757254212
26,1176.9940200593396,2008.8354102744006
27,428.54705664559555,102.10685878120174
28,1911.1538999202119,1333.7739945571293
29,1457.2140168521958,171.19068414699512
30,821.2860607307259,1899.1525049127958
31,1840.1241907533954,1781.512333638318
32,2003.3024619622781,2745.484120415934
33,563.4287358370298,1697.6993807214528
34,1966.5790883436944,1507.670292223648
35,2725.7944262238107,401.15646294199934
36,1755.0712995344031,1251.325192750666
37,2086.451847702761,2104.486061780876
38,2058.5951256039884,844.777823254418
39,536.3459308848791,941.6514365850309
40,537.5246994509309,1314.021672811648
41,992.5387994631093,1726.2291119564952
42,2007.574470910272,1147.116763630094
43,2086.6776057072666,170.81885086864457
44,1155.2444306541174,2886.621574256266
45,282.7461986019472,1174.637474221947
46,341.1240347748544,889.2679399531933
47,2229.9514611657746,2694.0382761323935
48,1142.1973623416816,390.7394765016795
49,1811.4679984581428,1970.9206464470517
50,90.75290314691486,1805.227170601101
51,846.9566268205746,1019.6761695619883
52,2712.086794589647,1004.5461960982733
53,2173.891801572525,1225.3912083702417
54,971.5681244199225,1288.2625686911945
55,1099.6958061837659,1079.4694866315401
56,2955.3259629391514,1020.6023941708041
57,961.0632801067947,746.2861620227686
58,2183.4179495852873,903.2291731013681
59,1896.6343428713626,1184.9438242255976
60,2144.817412378422,594.0163141345552
61,2431.476315643754,2853.4151110853263
62,1350.0085283509247,2810.397270933412
63,220.48913790900536,1676.385805731044
64,1761.2769293417914,2482.7096326115357
65,265.7969767511344,2404.552866782349
66,85.7783568914392,1002.967718605473
67,200.79268315473954,2663.9936336312044
68,395.2430748850699,1194.0751656956445
69,2086.6716119673097,2907.738212462624
70,1015.4926023008832,505.9815599889155
71,1574.643553699869,2933.935075875799
72,1771.7063587608832,1494.135568227574
73,1444.7031800775117,535.8967097502989
74,561.9593179328486,41.60324170804608
75,48.283975260868694,292.85389435900066
76,1066.087466013939,713.4840306161204
77,848.698178294034,1581.3994308478607
78,2804.7964462876616,1651.6969019844628
79,869.8378175416051,563.6137408491484
80,2322.1855273294523,2362.259759402313
81,2969.227728159691,2665.9553483178984
82,1366.968834735199,852.1584344125251
83,1252.6700424452029,1739.1588738287028
84,109.86483848349648,1187.2454466777863
85,2704.8640889829753,2759.4232554150367
86,574.1652711547258,2635.7270301542335
87,2391.294284993234,2523.9395524181373
88,1159.9052028597441,977.3303059894056
89,1886.687720602631,34.33581025514276
90,1383.3166494590166,1986.0498524509887
91,984.6675143210109,2631.4370267416402
92,50.79121553528743,1942.4356374023187
93,339.2192086184435,2236.965119096556
94,322.69699893221883,1638.6215373996267
95,2919.4673186115733,2334.754257746217
96,730.6550897829899,1793.8265698954278
97,158.97667843430918,1399.3555780945474
98,2648.0274099575036,1352.586100389249
99,2105.0319383181127,2381.78542145227
100,2785.080459577406,2515.806118671705
101,1021.7845045040034,1425.5526468697885
102,2945.879490368456,2548.4569074301958
103,1195.8949219060719,153.83862010799766
104,743.9962352685914,1285.189710599997
105,11.246016891125032,792.821940574701
106,2071.4380432796606,395.99726278486844
107,731.7130245207379,226.52866264367555
108,2878.4955049271935,1482.5607616498762
109,423.9753242143538,316.9646059258812
110,1644.0160692322247,1115.801997404763
111,667.8060355666352,2269.1631235463497
112,1518.5693223105352,1386.647270304339
113,2089.416155727475,1801.4733562332149
114,2795.2902819748238,883.2908126633719
115,58.56544688358378,613.6074853288908
116,444.87875967481625,2731.522657437707
117,1738.1010021697489,2055.8969516056186
118,2944.206094260358,1203.369058041276
119,955.2965204469197,1003.2851132718349
120,1756.2437882388904,2695.7616206048997
121,69.09323121778166,2429.2151111207977
122,1320.3105184837123,2546.0223765030973
123,2378.4467222066255,1625.016917534279
124,678.0187259846685,526.0348004053108
125,1432.2876422853976,1246.615720471234
126,532.9984217924799,1894.066303281414
127,424.30879818556235,1932.6935960074534
128,1144.6787321308007,2522.0324505497942
129,506.0838209745129,1520.2214087101247
130,1405.8496289221791,2285.517761230258
131,593.8018114267754,2148.778184218148
132,2962.28819800392,1891.82153366604
133,2000.2594749684913,607.5420333847972
134,2683.945433393824,41.79903461622614
135,2856.327727575004,1095.98308605835
136,2692.7140381021864,1724.1359485608475
137,952.4864184486731,1551.9842927910604
138,2439.600155560724,742.3339436238795
139,1375.7362369199723,1134.4839988666467
140,2552.473740638703,330.9564875722183
141,2781.048485465076,1217.9845769995204
142,2391.982053144991,2239.3513480019137
143,72.0718419690518,1286.6210862445396
144,1229.8302693431745,2622.522718520869
145,699.2226916321812,2129.8091197759622
146,112.47308930162193,2231.626259402791
147,2828.0958036934358,2793.1542398020674
148,986.6135367106091,148.22932079304886
149,837.2241068347994,786.7488748568736
150,2414.7066116920605,1356.5336340452225
151,1363.639065441294,1583.891432962877
152,1507.681031077139,2488.1688889759453
153,1673.034490390373,317.3870967386343
154,375.31994151377455,2395.1213978250817
155,2608.3700603780953,2082.2011984411847
156,2645.0145744785846,2870.166510724744
157,2582.6407472571186,1532.0249300744042
158,256.62636729540577,272.31618886128285
159,1203.3452885888505,2368.1578489168523
