ID,x,y
0,1500.0,1500.0
1,1333.8331050931308,167.81968770269896
2,281.74586926085124,238.60775488946862
3,161.4533582332047,819.4497052353014
4,2112.732565559882,130.4373596609778
5,2070.268395447313,2733.4816603115996
6,2141.0447971973235,658.5150666099012
7,2055.113847948954,2605.098545049323
8,2769.3712300835928,2856.4749327224713
9,2676.193010769866,360.0299968659748
10,2333.740502350278,384.49615020873284
11,343.16894525527675,1778.7761655260947
12,339.6488776909772,2356.9020541833315
13,394.375519780529,1438.4161112843217
14,772.6947218433235,1594.9782367629323
15,2042.965377618483,1179.9017804787927
16,2250.999001687298,2124.256669100248
17,2641.7660217119724,1069.0755812075397
18,744.6607208762816,892.0893984739376
19,1917.2509788973668,641.9563276608445
20,978.5318122217913,1370.0488522899916
21,1688.848719938744,1884.696458244318
22,2703.7813909070633,1472.569008756586
23,1174.888684413485,1320.7338784249744
24,1143.6790229951039,885.4838025261085
25,534.6898184615737,1536.224354026203
26,636.595431235251,1095.2319509401432
27,2826.444973717174,848.2495745991616
28,2092.994324453246,2312.5020125627316
29,2116.845896387335,517.3962891880545
30,2009.1569293882874,2461.090973716549
31,2657.131299984253,2569.7115183657734
32,2796.9272961950255,2410.8498101995083
33,2791.05454435643,1259.926989165404
34,2785.9647877900766,1624.2651482324686
35,279.5078486983301,373.725803151476
36,1535.2185206710396,2443.713631460151
37,1997.5486322671702,111.54647385712036
38,2253.999524986664,84.07976328198541
39,432.11797323457,320.55856719704315
40,1820.470096373527,1355.0594165125374
41,2142.6685555907056,2857.2286235663896
42,1419.1570909353165,1827.7463274362724
43,2242.35009582668,2469.7894321979575
44,361.70515708121354,132.27377849508036
45,1218.4373625335677,2603.5564103541624
46,2889.127193581425,259.2308162908629
47,817.5647515243243,1057.2663035721698
48,2798.685492183668,638.5277696355264
49,80.0785836928255,990.6050270521048
50,704.2303087061139,2234.2161167120053
