node_id,consumption,con_rx,con_tx,con_standby,con_sleep,sink_rx_suc,sink_tx_suc,sink_delay_avg,rx_all_p,rx_suc_p,rx_fail_per,rx_fail_col,rx_fail_adr,rx_fail_dup,rx_fail_mis,rx_fail_buf,rx_buf_max,gen_p,tx_all_p,tx_suc_p,tx_fail_per,tx_fail_col,tx_fail_adr,tx_fail_dup,tx_fail_mis,tx_fail_buf,links
Network,851978.8935704672,781065.4829039847,70800.85582132672,60.17171052814839,52.383135213026435,2427,2214,10582.159466901296,4953910,99394,3206640,698902,0,663841,188927,97167,21,8517,104721,99394,3206640,698902,0,663841,188927,97167,
0,15600.393430737335,15485.736744559897,112.90708570545999,0.6883249269594547,1.0612755518760455,0,0,0,104555,2427,61785,13020,0,22732,4590,0,0,167,167; 8350,597,4520,2294,0,0,3,20,|{'1': 149, '2': 162, '3': 164, '4': 65, '5': 127, '6': 105, '7': 112, '8': 77, '9': 119, '10': 71, '11': 64, '12': 126, '13': 57, '14': 61, '15': 54, '16': 63, '17': 98, '18': 38, '19': 44, '20': 67, '21': 65, '22': 56, '23': 37, '24': 74, '25': 84, '26': 132, '27': 43, '28': 84, '29': 68, '30': 48, '31': 36, '32': 50, '33': 94, '34': 44, '35': 43, '36': 132, '37': 59, '38': 66, '39': 45, '40': 51, '41': 102, '42': 70, '43': 70, '44': 50, '45': 158, '46': 40, '47': 48, '48': 38, '49': 48, '50': 72}|
1,17424.570481812854,15814.654249499814,1607.7428132191012,1.183578026399734,0.9898410784356583,26,57,7232.4367952062,102344,2231,64417,14047,0,16410,4371,1183,21,167,2378; 118900,903,68591,24268,0,24247,0,23,|{'0': 2045, '2': 2194, '3': 1910, '4': 1444, '5': 1259, '6': 1143, '7': 1482, '8': 762, '9': 1427, '10': 700, '11': 1001, '12': 1545, '13': 613, '14': 1148, '15': 751, '16': 783, '17': 1267, '18': 390, '19': 410, '20': 657, '21': 1062, '22': 597, '23': 681, '24': 980, '25': 926, '26': 2285, '27': 484, '28': 856, '29': 621, '30': 586, '31': 439, '32': 552, '33': 933, '34': 401, '35': 782, '36': 1845, '37': 907, '38': 1078, '39': 592, '40': 794, '41': 1125, '42': 1304, '43': 1110, '44': 865, '45': 2144, '46': 579, '47': 726, '48': 557, '49': 833, '50': 734}|
2,15987.266182319045,15029.057318850295,955.9917316618432,1.1583703157396046,1.058761516277078,136,36,9701.143089720994,103308,1267,63196,19778,0,11183,4820,3066,21,167,1414; 70700,4310,39703,2886,0,17315,8,52,|{'0': 1334, '1': 1268, '3': 1344, '4': 707, '5': 857, '6': 824, '7': 802, '8': 583, '9': 1046, '10': 482, '11': 529, '12': 1163, '13': 452, '14': 583, '15': 437, '16': 453, '17': 949, '18': 264, '19': 268, '20': 429, '21': 492, '22': 423, '23': 345, '24': 577, '25': 546, '26': 1308, '27': 332, '28': 631, '29': 519, '30': 361, '31': 309, '32': 327, '33': 685, '34': 293, '35': 370, '36': 1016, '37': 565, '38': 515, '39': 310, '40': 397, '41': 725, '42': 620, '43': 537, '44': 571, '45': 1414, '46': 309, '47': 475, '48': 325, '49': 403, '50': 523}|
3,17450.909275091835,16691.44501411584,757.2211735935215,1.276498974959871,0.9665884186466176,65,24,12897.079146300091,103602,973,61998,23062,0,8029,4192,5738,21,167,1120; 56000,1312,31086,8327,0,13652,20,1,|{'0': 1094, '1': 890, '2': 1074, '4': 466, '5': 772, '6': 785, '7': 590, '8': 493, '9': 823, '10': 454, '11': 366, '12': 945, '13': 400, '14': 412, '15': 348, '16': 390, '17': 811, '18': 255, '19': 239, '20': 387, '21': 336, '22': 413, '23': 234, '24': 488, '25': 500, '26': 881, '27': 276, '28': 599, '29': 451, '30': 308, '31': 302, '32': 288, '33': 671, '34': 227, '35': 283, '36': 790, '37': 440, '38': 374, '39': 192, '40': 310, '41': 634, '42': 441, '43': 397, '44': 417, '45': 1063, '46': 233, '47': 335, '48': 242, '49': 282, '50': 513}|
4,15669.476520409025,14843.622685932125,823.4780262829621,1.300782591900093,1.0750256314612083,23,27,16671.909538604312,103504,1071,68675,19360,0,5839,5633,2926,21,167,1218; 60900,431,39838,7473,0,12806,18,0,|{'0': 560, '1': 715, '2': 601, '3': 509, '5': 337, '6': 334, '7': 597, '8': 207, '9': 450, '10': 226, '11': 537, '12': 452, '13': 205, '14': 613, '15': 320, '16': 290, '17': 367, '18': 143, '19': 130, '20': 249, '21': 999, '22': 176, '23': 635, '24': 347, '25': 305, '26': 719, '27': 187, '28': 242, '29': 235, '30': 189, '31': 152, '32': 273, '33': 281, '34': 143, '35': 549, '36': 588, '37': 329, '38': 831, '39': 515, '40': 403, '41': 349, '42': 1076, '43': 853, '44': 349, '45': 584, '46': 456, '47': 259, '48': 321, '49': 657, '50': 218}|
5,18033.323777938283,16976.50201664049,1054.700920362437,1.1817365531395754,0.9391043841865935,28,35,10241.826419630157,103162,1414,59772,21714,0,9704,5752,4806,21,167,1560; 78000,707,42984,12255,0,21264,42,1,|{'0': 1129, '1': 830, '2': 938, '3': 1114, '4': 470, '6': 1062, '7': 796, '8': 1079, '9': 698, '10': 981, '11': 571, '12': 845, '13': 908, '14': 559, '15': 656, '16': 756, '17': 796, '18': 497, '19': 512, '20': 888, '21': 340, '22': 807, '23': 224, '24': 844, '25': 1108, '26': 744, '27': 606, '28': 1157, '29': 724, '30': 718, '31': 580, '32': 507, '33': 1265, '34': 547, '35': 346, '36': 989, '37': 451, '38': 446, '39': 208, '40': 470, '41': 1399, '42': 417, '43': 462, '44': 381, '45': 968, '46': 203, '47': 336, '48': 365, '49': 346, '50': 973}|
6,16948.01124522506,15584.842123646096,1360.9698414676557,1.1875164463797054,1.011763687854076,41,48,8640.323004115418,102709,1867,63292,16865,0,14085,3726,2874,21,167,2013; 100650,753,59429,16583,0,23321,5,32,|{'0': 1274, '1': 971, '2': 1218, '3': 1454, '4': 530, '5': 1406, '7': 707, '8': 1392, '9': 1216, '10': 1022, '11': 481, '12': 1454, '13': 1056, '14': 495, '15': 510, '16': 582, '17': 1574, '18': 659, '19': 544, '20': 832, '21': 405, '22': 1075, '23': 264, '24': 666, '25': 827, '26': 995, '27': 606, '28': 1614, '29': 1361, '30': 599, '31': 805, '32': 394, '33': 1655, '34': 548, '35': 323, '36': 945, '37': 794, '38': 425, '39': 280, '40': 432, '41': 1066, '42': 495, '43': 437, '44': 701, '45': 1174, '46': 317, '47': 611, '48': 330, '49': 361, '50': 1339}|
7,18183.264951214394,16628.23528627111,1552.9794962002873,1.107308077919552,0.9428606573550271,106,59,6189.208459624388,102425,2150,64117,12250,0,17952,5493,462,21,167,2297; 114850,7957,67007,11137,0,18768,41,1269,|{'0': 1432, '1': 1390, '2': 1328, '3': 1204, '4': 1184, '5': 1152, '6': 779, '8': 767, '9': 786, '10': 710, '11': 1733, '12': 887, '13': 655, '14': 1881, '15': 1288, '16': 1190, '17': 802, '18': 388, '19': 475, '20': 851, '21': 827, '22': 562, '23': 583, '24': 1607, '25': 1223, '26': 1245, '27': 589, '28': 791, '29': 511, '30': 814, '31': 386, '32': 857, '33': 853, '34': 539, '35': 1059, '36': 2034, '37': 515, '38': 1307, '39': 487, '40': 1310, '41': 1292, '42': 956, '43': 1388, '44': 499, '45': 1250, '46': 412, '47': 437, '48': 919, '49': 1062, '50': 647}|
8,16933.92669221295,15966.886967618662,964.7809059981976,1.2557879947798412,1.003030627335263,140,30,11865.664948492222,99453,1280,56605,20367,0,11000,5471,4731,21,167,1427; 69923,4229,40563,3075,0,16536,180,27,|{'0': 637, '1': 412, '2': 559, '3': 675, '4': 264, '5': 1014, '6': 956, '7': 463, '9': 509, '10': 1233, '11': 323, '12': 586, '13': 1315, '14': 349, '15': 414, '16': 460, '17': 665, '18': 711, '19': 642, '20': 801, '21': 195, '22': 1243, '23': 155, '24': 547, '25': 744, '26': 429, '27': 667, '28': 1384, '29': 889, '30': 662, '31': 842, '32': 362, '33': 1311, '34': 636, '35': 226, '36': 568, '37': 345, '38': 254, '40': 280, '41': 883, '42': 266, '43': 260, '44': 347, '45': 575, '46': 154, '47': 282, '48': 222, '49': 229, '50': 1415}|
9,15111.666062159886,14249.93716195208,859.3108139619452,1.3090072861800834,1.1090789838502884,33,21,15824.252748452032,103451,1125,68296,18732,0,7571,3681,4046,21,167,1271; 63550,562,39593,9159,0,13801,11,20,|{'0': 846, '1': 774, '2': 946, '3': 907, '4': 481, '5': 609, '6': 762, '7': 453, '8': 441, '10': 365, '11': 329, '12': 1203, '13': 401, '14': 339, '15': 267, '16': 279, '17': 1139, '18': 222, '19': 209, '20': 305, '21': 388, '22': 356, '23': 267, '24': 326, '25': 362, '26': 881, '27': 238, '28': 530, '29': 524, '30': 266, '31': 304, '32': 199, '33': 565, '34': 228, '35': 246, '36': 552, '37': 810, '38': 319, '39': 230, '40': 249, '41': 439, '42': 456, '43': 323, '44': 786, '45': 949, '46': 302, '47': 640, '48': 179, '49': 275, '50': 491}|
